treat	lictec2	motivation	barriers	consiglio_lictec2	stdmatIII	stditaIII	school	perc_participation_orient	perc_participation_calp	perc_participation	late	female	immigrato_prima_gen	stdinvalsiI	stdinvalsiI_2	province	educmother	occmother	educfather	occfather	citizenship
0	0			0			111				1	0	1	-.9925314	.9851186	1	4	5	4	5	4
0	0			0	.5077398	-.9601645	109				0	0	0	.0652607	.004259	1	3	2	3	2	1
1	0	-.1278714	.1530814	0	.2693228	-.2650878	105	1	.9310345	.952381	0	1	0	.1543257	.0238164	1	2	2	2	2	4
1	0	-.7512994	.3479027	0	-1.280388	-.4636813	108	.6923077	.7241379	.7142857	1	1	0	-.3746087	.1403317	1	3	3	3	4	1
1	0			0	-1.399596	-.8608677	105	.3846154	.3103448	.3333333	0	0	0	.504971	.2549957	1	2	3	2	2	4
0	1	.6117654	.2182638	1	-.445928	.2313955	109				1	1	1	.1098665	.0120706	1	4	2	4	2	4
0	1	-1.057523	.2321093	0	-1.280388	-1.357351	109				1	0	1	.0206552	.0004266	1	4	2	3	4	2
0	1	-.368234	-.0598044	1	-.0883026	.0328019	109				1	1	0	.0971219	.0094327	1	1	2	2	2	1
0	1	.5010867	.2645229	0	-.3267197	.0328019	112				0	1	1	.2118223	.0448687	1	2	3	2	2	4
1	1	.2552117	-.2551882	1	1.222991	-.5629779	105	1	.7931035	.8571429	1	0	1	.5686679	.3233832	1	2	2	2	2	4
0	1			1	.8653655	-.8608677	107				0	0	0	-.0175784	.000309	1	2	2	2	1	4
1	1	-.1742937	-.3287676	0	-.2075111	-.4636813	104	.9230769	.9655172	.952381	0	1	0	.3585304	.128544	1	3	3	3	2	2
1	0			0			104	.3076923	.2068966	.2380952	0	0	0	-.0939051	.0088182	1	4	5	4	5	2
1	1			1	.2693228	-.2650878	104	.3076923	.1724138	.2142857	0	0	1	.1290341	.0166498	1	1	3	1	2	4
1	1	-.0537762	-.2444039	0	.5077398	.5292856	104	.9230769	.6896552	.7619048	1	1	1	.3585304	.128544	1	1	1	2	1	4
0	0			0			106				0	0	0	1.231381	1.516299	1	4	5	4	5	3
1	1	.0335513	.4513496	1	-.2075111	-.1657912	105	1	.8965517	.9285714	1	1	1	.1099875	.0120972	1	2	3	2	2	4
0	1			1	-.6843451	.4299885	106				0	1	0	-.0239506	.0005736	1	4	5	4	5	3
0	1			1	2.05745	.4299885	111				1	0	1	1.664693	2.771204	1	1	5	1	2	4
1	1			1	.984574	-.1657912	110	1	.9655172	.9761904	0	1	0	.0269318	.0007253	1	3	1	2	1	4
0	1			0	-.445928	.9264717	106				0	1	0	1.033842	1.068829	1	4	5	4	5	3
0	1			0	-2.353264	-.8608677	106				0	1	0	-.138651	.0192241	1	4	5	4	5	3
1	1			1	.0309059	-.2650878	110	0	0	0	0	1	1	-.8651375	.7484629	1	3	3	3	3	3
0	1	-.4049277	-.4075301	0	-1.518805	-.5629779	109				0	1	0	-.1450231	.0210317	1	3	3	3	3	2
0	1	.0418205	.1885858	0	-1.518805	.0328019	109				0	0	0	-.5146133	.2648268	1	1	3	1	2	2
1	1	-.3695392	-.0183319	1	.1501142	.330692	105	.8461539	.6206896	.6904762	1	0	1	.3391717	.1150374	1	2	2	4	5	4
1	1			1	1.819033	-.2650878	104	.3846154	.2068966	.2619048	1	0	0	.0968735	.0093845	1	3	1	3	1	3
1	1	-.6238531	.2121001	0	-.6843451	-.8608677	104	.8461539	.6551724	.7142857	1	1	1	-.1067068	.0113863	1	3	4	4	3	4
1	1			1	-.3267197	.7278786	105	1	.9655172	.9761904	0	0	0	.0906288	.0082136	1	3	2	3	2	3
1	1	-.3207233	-.0558007	1	.984574	-.4636813	110	.9230769	.7241379	.7857143	1	0	1	.3263697	.1065172	1	4	5	4	5	4
1	1	-.6942962	.0502736	1	-.445928	-.7615712	108	1	.9310345	.952381	0	0	1	-.0367652	.0013517	1	2	3	2	1	4
1	1			0	.5077398	.6285821	110	1	.8965517	.9285714	0	0	0	-.2150541	.0462483	1	4	5	4	5	4
1	1	.1687016	1.018779	0	.984574	-.2650878	108	1	.8965517	.9285714	0	0	1	1.129451	1.275659	1	1	1	4	5	4
1	1	-.68936	.3366826	0	-1.399596	-1.059461	110	.8461539	.9310345	.9047619	0	0	1	-1.018135	1.036599	1	4	5	4	5	4
0	1	.4093771	-.1695717	1	1.699825	.5292856	109				0	1	1	.7853244	.6167344	1	3	3	3	1	2
0	1			0	-.5651366	.9264717	107				1	0	1	-.2342346	.0548659	1	2	2	2	2	4
0	1			1	1.3422	1.323658	53				0	1	1	1.193148	1.423601	3	1	1	1	4	4
0	1	.5474618	.3046122	1	.984574	.330692	114				1	1	1	1.167659	1.363427	4	4	5	4	5	4
0	1	.5515196	.1756696	1	1.938242	1.224362	114				0	1	0	1.358826	1.846408	4	4	5	4	5	3
1	1	.1401728	-.031656	0	-1.87643	-.5629779	142	.3846154	.3448276	.3571429	0	1	0	.2754747	.0758863	4	2	2	2	1	4
0	1	.5696228	.0436832	1	.6269484	1.224362	113				0	1	1	.7024853	.4934855	4	1	4	1	2	4
0	1			1	.5077398	1.125065	129				0	1	0	1.275987	1.628142	4	1	1	4	5	1
1	1	.674818	-.2715911	1	1.819033	1.422955	115	1	1	1	0	0	1	1.365192	1.863748	4	2	3	2	1	4
0	1			0	.3885313	.0328019	138				1	1	1	.9764913	.9535352	4	2	5	2	2	4
0	1			0	.5077398	1.025769	138				0	1	1	.5240622	.2746412	4	2	2	2	2	4
1	1	.2564317	-.2552308	1	1.103783	1.422955	123	1	1	1	0	1	1	1.0848	1.176792	4	4	5	4	5	4
0	1	.5501968	.2177046	0	.0309059	1.422955	114				0	1	0	1.116681	1.246976	4	4	5	4	5	4
1	1	.5052981	.1307017	1	.2693228	.8271752	123	1	.7058824	.8333333	0	1	0	.9255579	.8566574	4	4	5	4	5	3
0	1	.5543012	.0872835	0	1.222991	1.720845	118				0	1	1	1.887722	3.563495	4	4	5	4	5	4
1	1			1	-.6843451	-.3643845	123	0	0	0	0	1	0	-.1704038	.0290375	4	4	5	4	5	3
0	1			1	-.2075111	1.323658	120				0	1	1	.3966175	.1573054	4	1	1	1	1	4
1	1			1	.984574	1.422955	124	0		0	1	1	1	1.677432	2.813777	4	1	1	1	1	4
0	1	-.1098575	.0239327	0	.984574	1.323658	118				0	1	1	.594157	.3530226	4	4	5	4	5	2
1	1			0	.1501142	.330692	122	.3076923	0	.1333333	0	1	1	.6642132	.4411792	4	4	3	2	2	4
0	1			0	-.3267197	-.4636813	138				1	0	1	.0015383	2.37e-06	4	2	1	4	5	4
0	1			1	-1.399596	-.8608677	125				0	0	1	-.4126574	.1702862	4	2	2	2	2	4
1	1	-.2533655	-.2391957	1	-.445928	.330692	140	1	.9310345	.952381	0	1	1	.326682	.1067211	4	3	2	2	2	1
0	1			0	-1.161179	.0328019	133				0	1	1	.1735889	.0301331	4	1	2	2	2	1
0	1			1	.0309059	1.323658	139				0	1	1	.2755448	.0759249	4	2	4	2	2	4
0	1			1	-.9227622	-.7615712	127				0	1	1	-.3107016	.0965355	4	2	3	2	2	4
1	1	.1401174	-.0298962	0	-.445928	.2313955	136	1	.9655172	.9761904	0	1	0	-.1451124	.0210576	4	4	1	4	4	2
1	1	.1949874	.1835209	1	-.6843451	-.6622744	135	.8461539	.7241379	.7619048	0	1	0	.504971	.2549957	4	2	2	2	2	1
1	1			1	.1501142	-.2650878	137	0	0	0	0	0	1	-.0811032	.0065777	4	2	3	2	1	4
1	1	.2495159	-.0354722	1	-.6843451	.7278786	136	1	1	1	0	1	1	1.072311	1.149851	4	4	5	4	5	4
1	1	.6735041	-.2298374	1	1.699825	.8271752	137	1	.8235294	.9	1	0	1	.9958119	.9916413	4	2	1	4	5	4
1	1			1	-.3267197	-.3643845	141	0	0	0	0	1	1	.0715821	.005124	4	4	5	4	5	4
1	1			1	.2693228	-.6622744	116	0	0	0	0	1	0	.198976	.0395915	4	4	5	4	5	1
1	1	.447637	-.4372863	1	-.445928	.6285821	130	1	.9310345	.952381	0	1	0	.4284723	.1835885	4	1	1	2	1	4
0	1			1	.7461569	.4299885	117				0	1	0	1.078448	1.163049	4	4	5	4	5	2
0	1			1	.7461569	1.125065	129				0	1	0	1.562738	2.442149	4	2	3	2	2	2
0	1	.2480395	.0114414	1	.7461569	1.323658	120				0	1	1	1.320593	1.743965	4	2	5	2	1	1
1	1	.568266	.0867961	1	.0309059	.330692	115	.9230769	.8965517	.9047619	0	1	1	.0269318	.0007253	4	3	2	2	3	1
0	1	.6678468	-.0500728	1	-1.399596	-.2650878	113				0	1	0	.230939	.0533328	4	1	4	2	1	2
1	1	-.4188926	-.4070427	1	-.2075111	-.8608677	115	.9230769	.9655172	.952381	0	0	1	-.3614947	.1306784	4	1	1	2	1	2
0	1	.3072527	.0868477	1	.5077398	.8271752	131				0	0	0	1.37157	1.881205	4	2	2	3	2	4
1	1	.2316609	.4931626	1	1.461408	1.224362	141	1	.8235294	.9	0	1	0	1.454492	2.115548	4	2	2	2	2	2
0	1	.0379588	.3112978	1	1.699825	1.820142	113				0	1	1	1.05933	1.122181	4	4	2	4	2	4
0	1	-.0664046	.1568789	1	-1.041971	-.7615712	113				1	1	1	.230939	.0533328	4	2	4	2	2	4
1	1	.6271378	-.2702079	1	-.6843451	-.3643845	141	1	1	1	0	0	0	.7535139	.5677832	4	2	3	2	2	2
1	1	.5177947	-.2663916	1	1.461408	.6285821	137	.8461539	.7647059	.8	0	0	1	1.384238	1.916116	4	2	3	3	2	4
0	1	.6269417	-.2639773	0	1.699825	1.025769	118				1	0	1	1.843117	3.397079	4	4	5	4	5	4
0	1			1	1.3422	1.422955	129				0	1	0	1.14217	1.304551	4	1	1	1	5	2
0	1	.5515662	.174191	1	.5077398	.5292856	114				0	0	0	1.479898	2.190099	4	4	5	4	5	3
0	1			1	1.699825	-.9601645	129				0	1	1	.8490468	.7208805	4	1	1	4	5	3
1	1	.6243386	-.1812593	1	-.9227622	-.9601645	134	1	.8275862	.8809524	0	1	0	-.4189467	.1755164	4	2	3	3	2	2
0	1			1	1.3422	1.025769	125				0	0	0	1.932328	3.73389	4	2	1	2	1	4
1	1	.5585126	-.0465377	1	1.3422	1.224362	134	.7692308	.8823529	.8333333	0	1	1	.8553039	.7315449	4	3	3	2	2	2
0	1			1	.7461569	.9264717	125				0	0	1	1.19952	1.438848	4	3	5	4	5	1
0	1			0	-1.518805	-.0664947	125				0	1	0	.2245668	.0504303	4	1	2	1	2	1
0	1			1	1.699825	.330692	125				0	0	1	.6578795	.4328054	4	3	2	3	2	4
1	1			1	.1501142	.5292856	136	0	0	0	0	1	1	.1864864	.0347772	4	4	5	4	5	4
1	1			1	.3885313	-.2650878	136	.3076923	0	.1333333	0	1	0	.8106539	.6571597	4	4	5	4	5	4
0	1	.6104386	.2604254	1	.5077398	1.522252	113				0	1	1	1.479898	2.190099	4	4	2	2	2	4
1	1			1	1.3422	.7278786	116	0	0	0	1	0	1	.8618612	.7428046	4	3	4	3	1	4
0	1	.499632	.3107474	1	1.3422	1.422955	120				0	0	1	1.505388	2.266192	4	1	1	1	1	2
1	1	.5010191	.2666715	1	.984574	1.125065	121	.9230769	.9310345	.9285714	0	0	1	-.0046045	.0000212	4	4	5	4	5	4
0	1			1	-.0883026	1.820142	114				0	1	0	1.849488	3.420607	4	4	5	4	5	4
1	1			1	.5077398	.1320989	116	0	0	0	0	0	1	1.390796	1.934312	4	4	5	4	5	4
1	1			1	2.05745	1.025769	140	0		0	0	0	0	2.429305	5.901525	4	2	5	2	4	4
0	1	.6556016	.3390301	0	.984574	.9264717	118				0	1	1	1.671066	2.792461	4	4	5	4	5	2
0	1			1	.2693228	.5292856	114				0	1	1	1.218637	1.485075	4	4	5	4	5	4
1	1	-.0526115	-.2426867	1	.5077398	.4299885	115	1	.8793104	.9166667	0	1	1	.4793673	.229793	4	2	3	2	2	4
1	1	.2508387	-.0775072	1	1.461408	.5292856	134	1	1	1	0	0	0	1.014858	1.029938	4	4	3	4	2	2
1	1	.5821748	-.3551698	1	1.3422	1.025769	124	1	.9411765	.9666666	0	1	0	.8362578	.6993271	4	2	4	1	1	3
1	1	.6118508	.2155527	1	.0309059	.2313955	141	1	.8529412	.9166667	0	0	0	.9321151	.8688386	4	2	3	4	2	2
0	1	.6664346	-.0052002	0	2.05745	1.323658	118				0	0	0	2.231823	4.981035	4	4	5	4	5	2
1	1	.6216124	-.0946329	1	1.3422	.0328019	135	1		1	0	0	1	1.766732	3.121343	4	2	3	2	1	4
1	1	.3153595	-.1707562	1	-.8035536	1.025769	140	1	.7352941	.85	1	1	1	.9698964	.940699	4	2	3	2	2	4
0	1	-.3723296	.0703355	1	.7461569	.2313955	131				1	1	1	-.011206	.0001256	4	4	5	4	5	4
1	1	.3685098	-.3459546	1	-.8035536	1.025769	121	.9230769	.8275862	.8571429	0	0	0	.2820317	.0795419	4	4	5	4	5	2
1	1	.5979332	.6577998	1	.984574	1.224362	130	1	.6896552	.7857143	0	1	1	.3647753	.133061	4	2	1	2	1	4
1	1			1	1.819033	.2313955	116	0	0	0	0	0	0	1.454492	2.115548	4	2	2	2	1	1
1	1			1	1.222991	.9264717	142	0	0	0	0	1	0	.7344673	.5394422	4	3	3	3	1	4
1	1	.5626934	-.1793887	1	1.819033	.6285821	116	1	1	1	0	0	1	1.0848	1.176792	4	4	5	4	5	1
1	1	.6678468	-.0500728	1	1.3422	.1320989	130	.6923077	.8793104	.8214286	0	1	1	.6067612	.3681592	4	3	3	2	2	4
0	1	.4967944	-.0423449	0	.6269484	.8271752	118				0	1	1	.8299296	.6887832	4	3	3	2	2	4
0	1	.2060165	-.1669399	0	-.3267197	.9264717	118				0	0	1	.9828637	.966021	4	2	2	3	4	4
1	1	.2507745	-.0754662	1	.5077398	.0328019	135	1	.8965517	.9285714	0	1	0	.4665656	.2176835	4	3	3	4	4	2
1	1	.1935752	.2283935	1	-.0883026	-.7615712	136	1	.9655172	.9761904	0	1	0	.1543257	.0238164	4	4	5	4	5	1
1	1	.4561407	-.2642398	1	.6269484	1.025769	124	.8461539	.7931035	.8095238	0	0	1	.8297005	.6884029	4	2	2	2	2	4
1	1	.564217	.2154574	1	1.103783	.8271752	136	1	1	1	0	0	0	1.473539	2.171317	4	4	5	4	5	2
1	1	.1946459	-.2488893	1	.5077398	.0328019	135	1	1	1	0	1	1	.6898172	.4758478	4	2	5	2	2	4
0	1			1	-.9227622	.1320989	126				0	0	1	-.1577676	.0248906	4	4	5	4	5	4
1	1	.2046382	-.1231452	1	1.3422	1.323658	119	.7692308	.8448276	.8214286	0	1	1	1.180658	1.393954	4	2	2	2	5	4
1	1			1	.2693228	.8271752	119	0	0	0	0	1	0	.8937098	.7987171	4	4	5	4	5	4
0	1	.241209	.2284889	1	1.580616	.7278786	126				0	0	0	.5495512	.3020066	4	2	3	2	1	4
1	1	.5656934	.1685438	1	.984574	-.0664947	119	.8461539	.8448276	.8452381	0	0	0	.8362578	.6993271	4	4	5	4	5	4
1	1	.6511477	.4805604	1	.2693228	.6285821	119	.9230769	.7413793	.797619	0	1	0	.5939593	.3527876	4	4	5	4	5	2
0	1			1	.6269484	-1.059461	125				0	1	0	.7088571	.5024784	4	2	1	2	2	1
0	1	-.1085056	.0197005	1	-.445928	1.125065	127				0	0	0	-.6101969	.3723403	4	3	3	3	4	2
0	1	.190653	.3212505	1	-.2075111	1.522252	113				0	1	0	.4029897	.1624007	4	1	3	1	1	3
1	1	.6186341	-.4432544	1	-.3267197	.6285821	122	1	.8823529	.9333333	0	0	0	.7535139	.5677832	4	4	1	4	1	2
0	1			0	-.3267197	.6285821	133				0	1	0	.230939	.0533328	4	1	1	1	2	2
1	1			1	.6269484	.0328019	122	0	0	0	1	0	1	.5496213	.3020836	4	4	3	4	2	4
0	1			1	.1501142	1.025769	117				0	1	0	.7407186	.548664	4	4	5	4	5	4
0	1			1	.0309059	.2313955	117				0	0	1	.8490468	.7208805	4	4	5	4	5	4
0	1			1	.7461569	.7278786	117				0	1	1	.8554187	.7317412	4	4	5	4	5	4
0	1	.2046936	-.124905	1	1.222991	.7278786	120				0	0	1	.8299296	.6887832	4	2	5	2	2	4
0	1			1	.8653655	.1320989	129				0	1	0	1.154914	1.333827	4	2	2	2	1	4
0	1			1	-1.161179	-.4636813	114				1	1	1	1.116681	1.246976	4	3	3	1	4	4
0	1			1	1.103783	1.522252	129				1	1	1	1.696555	2.878299	4	3	4	2	1	4
1	1	.6133737	.1671606	1	1.103783	1.025769	137	1	.8965517	.9285714	1	1	1	.5752252	.330884	4	1	2	3	1	4
1	1	.2087426	-.2535663	1	-.0883026	.4299885	134	.9230769	1	.9761904	0	1	0	.5814699	.3381072	4	1	1	1	5	2
0	0	-.8497202	.0046511	0	-2.114847	-1.258054	131				0	1	1	-.8395977	.7049243	4	3	3	3	2	4
0	0			1	.0309059	.0328019	129				0	0	1	.8872802	.7872662	4	2	2	2	2	4
0	0	-.0706632	-.1510595	0	-.6843451	-.6622744	113				0	1	1	.6833681	.4669919	4	3	3	2	2	4
1	0	.502507	-.2238692	0	.7461569	1.621549	142	.3846154	.3793103	.3809524	0	1	1	-.6868486	.471761	4	2	3	3	1	4
1	0	-.3274133	.118057	0	.0309059	.9264717	130	.7692308	.7068965	.7261904	1	0	1	.1736844	.0301663	4	1	2	1	1	4
1	0			0	1.222991	.5292856	116	0	0	0	0	0	1	.3138801	.0985207	4	4	5	4	5	4
0	0	-.6856613	-.2241077	0	.6269484	1.323658	113				0	0	1	1.033842	1.068829	4	2	4	2	2	4
1	0	-.3962306	.3865572	0	-1.280388	.2313955	140	.9230769	.9310345	.9285714	0	0	1	.0206869	.0004279	4	4	5	4	5	4
0	0			0	.984574	.330692	117				1	0	1	1.250498	1.563745	4	4	5	4	5	4
1	0	-.699737	-.2201007	0	-1.995639	-2.747504	142	.3846154	.4137931	.4047619	0	1	0	.5877146	.3454085	4	4	5	4	5	1
1	0	-.7865561	-.0454851	1	-1.518805	.0328019	141	1		1	0	0	1	1.600933	2.562986	4	2	4	2	2	4
0	0	.3168271	-.2173886	1	-.0883026	.4299885	120				0	1	0	.6196461	.3839613	4	2	2	2	1	4
1	0			0			121	0	0	0	0	0	0	.9255579	.8566574	4	4	5	4	5	2
0	0			1	-.9227622	-.5629779	117				0	0	1	.5304345	.2813608	4	4	5	4	5	4
0	0	-.8539991	.1406209	0	-.6843451	-.9601645	126				1	0	1	-.7057806	.4981263	4	4	5	4	5	4
1	0	.4561407	-.2642398	1	.1501142	.330692	122	.7692308	.8103448	.797619	0	1	0	.0781391	.0061057	4	2	4	4	5	4
0	0			0	-.8035536	-.5629779	133				0	0	0	-.272468	.0742388	4	2	3	2	2	4
0	1			0	.5077398	.6285821	138				0	1	0	-.1832567	.033583	4	3	1	3	1	3
0	1			0	.3885313	.1320989	129				1	0	0	.6323904	.3999176	4	2	2	3	5	1
0	1	-.0690078	.2395969	0	-.3267197	-1.059461	126				0	1	1	-.7631307	.5823685	4	2	1	4	5	4
1	1	.2508387	-.0775072	1			140	1	.6470588	.8	0	0	1	.6898172	.4758478	4	2	2	3	2	1
1	1	-.4901967	.3450135	1	.3885313	.7278786	115	1	.5517241	.6904762	0	0	1	-.2472148	.0611151	4	2	1	1	1	2
1	1	.5036337	-.2596736	1	.7461569	.0328019	123	.9230769	.9655172	.952381	0	0	1	.0525355	.00276	4	4	5	4	5	4
0	1	-.550519	.3048492	0	-1.399596	-.9601645	131				0	1	1	-.348935	.1217556	4	3	3	4	5	4
0	1			0	-.2075111	-.6622744	120				0	1	1	.4348509	.1890953	4	2	1	2	2	4
0	1			0			125				1	1	1	-.4445187	.1975969	4	2	2	2	2	2
1	1			0	.0309059	-1.059461	142	0	0	0	0	1	0	.0653372	.0042689	4	2	2	2	2	4
1	1			0	-.5651366	-.3643845	115	.3846154	.3793103	.3809524	0	1	1	.1352791	.0183004	4	3	4	4	4	4
0	1	.6582724	.2541635	1	1.580616	-.2650878	126				0	1	0	1.186775	1.408436	4	4	5	4	5	4
0	1	-1.08104	.5361439	1	.2693228	.0328019	126				0	0	1	.0971219	.0094327	4	4	3	4	5	4
0	1	-.1126397	-.3309194	1	-1.280388	-.9601645	126				0	1	0	-.087673	.0076866	4	2	2	2	2	4
0	1	.5233762	-.0004881	1	.0309059	-.5629779	126				1	1	1	-.7631307	.5823685	4	4	5	4	5	4
0	1	-.1728255	.0678383	1	-.2075111	.330692	126				0	1	0	-.6420582	.4122387	4	4	5	4	5	2
0	1			1	-.6843451	-.1657912	126				1	0	1	-.6866637	.471507	4	4	5	4	5	4
1	1			1	1.103783	.0328019	119	0	0	0	0	1	1	.5240179	.2745947	4	4	5	4	5	4
1	1	-.2562025	-.1490497	0	.2693228	.7278786	119	1	.7586207	.8333333	0	1	0	.9698964	.940699	4	3	2	4	5	2
1	1			1	.0309059	-.8608677	136	0	0	0	1	1	1	.0269318	.0007253	4	4	5	4	5	4
1	1	-.2534209	-.2374359	1	1.103783	-.8608677	134	.8461539	.7241379	.7619048	0	0	1	-.2278561	.0519184	4	3	2	3	2	3
1	1			0	-1.280388	.8271752	140	.1538462	0	.047619	1	0	1	.2945214	.0867428	4	1	4	1	1	4
1	1	-.1041449	-.1575916	1	-.8035536	1.323658	135	.7692308	.6470588	.7	1	1	1	.8044091	.6470741	4	2	2	4	5	4
0	1			1	.3885313	-.3643845	139				0	1	0	.3775006	.1425067	4	2	1	2	2	2
1	1	.1782882	.7141541	1	-1.757222	.8271752	140	.9230769	.9655172	.952381	1	1	1	.5749127	.3305246	4	4	5	4	5	4
1	1	-.2702526	-.1458513	1	1.3422	.9264717	141	1		1	0	0	1	1.51819	2.304899	4	2	4	2	2	4
0	1	.618822	-.0059656	1	1.699825	.9264717	120				1	0	1	1.365198	1.863767	4	2	5	2	4	4
1	1	.6131729	-.2697205	1	.984574	-.9601645	135	.9230769	.6764706	.7833334	0	0	0	1.014858	1.029938	4	2	2	2	1	2
1	1	.6158144	.0896024	1	.7461569	1.125065	140	.9230769	.7647059	.8333333	0	1	1	1.422644	2.023916	4	4	5	4	5	4
1	1	.5501968	.2177046	1	.2693228	-.1657912	130	.9230769	.8965517	.9047619	0	0	1	.1608827	.0258833	4	1	3	2	2	4
0	1	.6512761	.4764785	1	.6269484	1.720845	120				0	1	1	.8299296	.6887832	4	2	5	2	2	4
0	1	.1948427	.1881184	1	-.0883026	.6285821	120				0	1	1	.6515071	.4244615	4	2	2	2	2	4
1	1	.2985278	-.0791716	1	-.0883026	.1320989	134	1	.8965517	.9285714	0	1	0	.2501834	.0625917	4	3	2	4	5	2
0	1			0	-.2075111	-1.555945	129				0	1	1	.2436835	.0593817	4	3	1	2	1	2
1	1			1	.0309059	-.0664947	142	0	0	0	0	1	0	.0778268	.006057	4	2	4	2	2	1
0	1			1	1.580616	1.323658	139				0	1	1	1.19952	1.438848	4	2	3	2	2	4
0	1	.2344249	.4440578	1	1.3422	.5292856	114				0	1	1	1.084819	1.176833	4	4	5	4	5	4
1	1	.6325989	-.4437418	1	.2693228	.1320989	124	.9230769	.8235294	.8666667	0	0	0	1.403285	1.969209	4	2	4	2	2	4
1	1	.0416575	-.2494926	1	.8653655	1.125065	136	.9230769	.7758621	.8214286	0	1	1	.3775771	.1425644	4	4	5	4	5	4
1	1	-.3684213	-.0538551	1	-.5651366	-.9601645	121	.8461539	.8235294	.8333333	0	0	0	.8743505	.7644889	4	4	5	4	5	4
1	1	-.3179329	-.1444681	1	-.445928	-.6622744	137	.9230769	.862069	.8809524	1	0	1	-.5975479	.3570636	4	3	2	3	2	4
0	1			0	-.9227622	-.7615712	133				0	0	0	-.138651	.0192241	4	1	2	4	5	2
1	1	-.6212723	-.3131671	1	.5077398	.5292856	137	.8461539	.8275862	.8333333	0	0	0	.498414	.2484165	4	2	3	2	2	4
1	1	-.6716965	-.2245951	1	.0309059	.0328019	119	.6923077	.9137931	.8452381	0	1	1	1.269646	1.612002	4	4	5	4	5	4
1	1	.1978542	.0924237	1	-.5651366	-.7615712	130	.9230769	.862069	.8809524	0	1	1	.2311367	.0534242	4	2	2	3	1	1
1	1	.2482405	-.0336699	1	.1501142	-.7615712	130	.9230769	.7931035	.8333333	0	1	1	.3073231	.0944475	4	2	2	2	1	4
1	1	.6623303	.1252209	1	.2693228	.4299885	137	1	.9310345	.952381	0	0	0	-.1960074	.0384189	4	2	3	2	2	2
0	1	.1838047	.5388604	1	.3885313	1.323658	113				0	1	1	1.161287	1.348587	4	2	4	4	5	4
0	1	-.1712173	.0167351	1	.2693228	.8271752	113				0	1	1	.7598353	.5773497	4	2	3	2	2	4
1	1	.1319212	.2305454	1	-.2075111	-.7615712	134	.9230769	.8793104	.8928571	1	0	1	-.0811032	.0065777	4	2	5	4	5	4
1	1	-.5832894	-.0064057	0	-.5651366	-.8608677	142	.3846154	.4137931	.4047619	1	1	0	-.6290842	.395747	4	4	5	4	5	4
0	1			1	.0309059	-1.158758	128				0	1	0	.5686679	.3233832	4	3	4	3	1	3
1	1			0	-1.041971	-1.059461	124	1	.8965517	.9285714	0	0	1	.555866	.308987	4	2	3	4	5	4
1	1			1	1.819033	.2313955	119	.9230769	.9137931	.9166667	0	0	1	.8237678	.6785935	4	4	5	4	5	4
0	0	-1.011203	.2739584	0			131				1	0	0	-.4508908	.2033025	4	4	5	4	5	4
1	1			1	1.938242	.0328019	119	0	0	0	0	0	1	.5240179	.2745947	4	4	5	4	5	1
1	1	-.6773537	-.0448306	1	.0309059	.6285821	141	.6923077	.9827586	.8928571	1	0	1	.0141299	.0001997	4	2	3	2	4	4
1	1			1	1.819033	1.323658	124	.3846154		.3846154	0	0	0	1.747686	3.054405	4	2	3	2	1	2
1	1	-.1799421	-.1492842	1	-.0883026	-.2650878	136	1	.9655172	.9761904	1	0	1	-.2216111	.0491115	4	4	5	4	5	4
1	1	-.2955846	-.4113464	0	-1.399596	.330692	141	.6153846	.8793104	.797619	1	0	1	-.0876602	.0076843	4	2	1	2	1	4
1	1	.6018031	.0915684	1	-.445928	.5292856	140	.9230769	.8103448	.8452381	0	1	1	-.2406578	.0579162	4	4	5	4	5	4
0	1	-.0648945	.1088946	0	1.3422	1.125065	118				0	1	0	1.448038	2.096813	4	4	5	4	5	2
1	1	-.0537762	-.2444039	1	.5077398	.2313955	130	.8461539	.8965517	.8809524	0	0	1	.7344673	.5394422	4	2	2	2	1	4
0	0	-.4804816	.0363064	0			131				0	0	0	-.3871684	.1498993	4	4	5	4	5	4
1	1	-.4492828	.5586368	0	-.3267197	-1.258054	121	.8461539	.7931035	.8095238	0	1	0	1.065754	1.135831	4	4	5	4	5	4
0	1	.1472001	.1883042	0	.3885313	.4299885	118				1	0	1	.6451347	.4161988	4	4	5	4	5	4
1	1	.4177693	-.4362439	1	1.819033	1.125065	122	1	.7058824	.8333333	0	0	0	.8234558	.6780795	4	2	3	3	2	4
0	1			0	.1501142	.1320989	138				0	0	0	.3137781	.0984567	4	1	1	2	1	2
1	1	-.0032966	-.3347357	1	1.222991	1.125065	124	1	1	1	1	0	1	1.237798	1.532143	4	2	5	4	1	4
0	1			1	.7461569	.1320989	129				0	0	1	.7216019	.5207093	4	3	3	3	4	2
1	1			1	-.445928	.5292856	122	.9230769	.8965517	.9047619	0	0	1	.2117777	.0448498	4	4	5	4	2	4
0	1			0	-1.399596	.6285821	133				0	0	0	-.1768843	.0312881	4	2	3	2	5	4
1	1	.4055205	-.1694371	1	1.103783	-.2650878	123	.8461539	.7352941	.7833334	0	0	0	.9383599	.8805192	4	4	5	4	5	1
1	1	-.4328102	.0352044	1	-.3267197	-.0664947	135	1	.8823529	.9333333	0	0	0	.8106539	.6571597	4	2	4	2	2	1
0	1			0	1.3422	.6285821	133				1	0	1	1.00198	1.003965	4	2	2	2	2	4
