treat	lictec2	motivation	barriers	consiglio_lictec2	stdmatIII	stditaIII	school	perc_participation_orient	perc_participation_calp	perc_participation	late	female	immigrato_prima_gen	stdinvalsiI	stdinvalsiI_2	province	educmother	occmother	educfather	occfather	citizenship
0	1			1	-.6843451	.330692	38				1	1	1	.8745354	.7648122	3	2	4	3	2	1
1	1	.2342843	.4485286	0	.6269484	.330692	58	1	.8965517	.9285714	0	1	1	.8109659	.6576657	3	3	2	1	2	1
1	1	.3056533	.1376697	0	-.3267197	.4299885	58	.8461539	.9655172	.9285714	0	0	0	.1927311	.0371453	3	3	2	3	1	1
0	1	.5765176	-.1754053	1	-.0883026	-.3643845	102				0	1	0	.3966175	.1573054	3	4	2	4	5	1
0	1	.3069585	.0961971	1	-.5651366	.1320989	102				0	1	0	.6578795	.4328054	3	4	2	4	2	1
1	1	.1935841	.2281123	1	.8653655	.4299885	88	1	.9310345	.952381	0	1	1	.7213532	.5203505	3	2	2	2	2	4
0	1	.5978094	.2184699	1	1.461408	.7278786	91				0	1	1	1.403432	1.969621	3	1	2	1	2	2
0	1	.6021438	.0807404	1	.8653655	-.5629779	102				1	1	1	1.078448	1.163049	3	4	2	4	2	4
0	1			1	.984574	.2313955	38				0	0	0	1.416176	2.005555	3	3	2	3	2	3
0	1			1	1.103783	.2313955	90				0	0	0	1.205892	1.454175	3	4	5	4	5	3
0	1			1	1.938242	1.621549	46				0	0	0	1.868606	3.491687	3	4	5	4	5	1
0	1			1	1.222991	.5292856	82				1	0	1	1.123053	1.261248	3	2	3	4	5	4
0	1			1	1.819033	1.125065	46				0	0	1	1.231381	1.516299	3	4	5	4	5	2
1	1	.6230334	-.1397868	1	1.222991	1.522252	69	1	.9411765	.9666666	0	1	1	1.422332	2.023027	3	4	1	4	1	3
0	1	-.7485732	.2612764	0	-1.280388	-1.555945	102				0	1	1	1.505388	2.266192	3	4	3	4	5	1
0	1	-.1658542	-.15368	0	.3885313	.7278786	87				0	1	0	.8171853	.6677919	3	2	2	2	4	2
0	1	.1583185	-.1649943	1	1.222991	1.125065	54				0	1	0	1.499015	2.247047	3	4	1	4	1	3
0	1			1	.5077398	.8271752	90				0	1	0	.3456393	.1194666	3	4	5	4	5	3
0	1			1	1.461408	.4299885	90				0	0	0	.8426744	.7101002	3	1	2	4	5	4
0	1	.4312793	.5257571	0	.8653655	1.323658	102				0	1	0	.836302	.6994011	3	4	3	4	1	2
0	1			0	.1501142	-.8608677	90				0	1	0	.7662077	.5870742	3	4	5	4	5	3
0	1	.2551177	-.213477	0	.3885313	-.0664947	87				0	0	0	.594157	.3530226	3	3	2	2	4	2
1	1	.6325989	-.4437418	1	.8653655	.9264717	43	1	.2941177	.6	0	1	0	1.065754	1.135831	3	2	4	4	2	4
0	1			0	.5077398	-.4636813	77				0	1	0	.0907498	.0082355	3	2	3	2	1	3
0	1	.5793933	-.2667837	0	.984574	1.025769	87				0	1	0	1.479898	2.190099	3	3	3	3	2	4
1	1	.5066885	.0865181	1	-.3267197	.6285821	43	.9230769	.7241379	.7857143	0	1	0	.1352791	.0183004	3	1	2	3	4	1
1	1	.5485325	-.1726707	1	-.445928	-.4636813	49	1	.9655172	.9761904	0	1	1	.3454164	.1193125	3	2	1	2	1	4
1	1	.2523827	-.1265694	1	.3885313	.8271752	49	.9230769	.9411765	.9333333	0	1	1	1.174101	1.378513	3	1	2	1	2	4
1	1	.5682099	-.3546824	1	1.103783	.7278786	49	1	.9411765	.9666666	0	1	0	1.320542	1.74383	3	3	3	2	2	4
1	1	.5462032	.3446061	1	.7461569	1.025769	49	1	.9411765	.9666666	1	1	1	.9446045	.8922777	3	2	2	2	1	4
0	1			1	-.5651366	-.3643845	47				1	1	1	.9573746	.9165661	3	1	2	1	5	4
0	1	-.0325689	.5954206	0	.5077398	.1320989	59				0	0	0	.5686679	.3233832	3	4	5	4	5	1
1	1	.6270182	-.2664071	1	-.8035536	.5292856	40	.9230769	.7241379	.7857143	0	1	0	.2180225	.0475338	3	2	4	2	1	4
1	1			1	-.0883026	1.125065	41	.8461539	.8275862	.8333333	0	1	1	.8553039	.7315449	3	4	5	4	5	4
0	1			0	.5077398	.8271752	86				0	1	1	.6323904	.3999176	3	4	5	4	5	1
0	1	.4504923	-.0847564	1	.0309059	.330692	57				0	1	0	.4093618	.1675771	3	1	1	2	2	3
0	1			1	.0309059	-.4636813	103				0	1	0	.307406	.0944984	3	4	5	2	5	1
0	1	.3139813	-.1269615	1	-.445928	-.5629779	48				1	1	1	.7024853	.4934855	3	2	4	4	5	4
0	1	.6034579	.0389866	1	1.222991	1.323658	48				0	1	1	1.416176	2.005555	3	4	2	4	2	4
1	1			1	.1501142	1.422955	89	0	0	0	0	1	0	.0078852	.0000622	3	3	3	2	4	2
0	1	.2060076	-.1666587	0	.5077398	.6285821	87				0	1	0	.0780052	.0060848	3	3	2	3	2	1
0	1	.5040395	.1706956	1	.2693228	1.125065	98				0	1	0	.2882893	.0831107	3	2	1	2	4	2
0	1	.4000505	.004378	1	1.222991	.330692	91				0	1	0	-.3043292	.0926163	3	1	4	3	2	1
0	1	.2004234	.0107836	0	.0309059	.9264717	91				0	1	0	.4029897	.1624007	3	3	4	3	4	1
1	1	-.4037077	-.4075727	1	1.461408	.5292856	42	1	.7058824	.8333333	0	0	1	.6770152	.4583496	3	2	1	4	1	1
0	1	.6216854	-.0969551	0	1.3422	.0328019	87				0	1	0	.0397719	.0015818	3	1	4	1	2	2
0	1	.5080796	.0423155	0	.2693228	1.025769	59				0	1	0	1.326965	1.760836	3	4	5	4	5	1
0	1			0			37				0	1	0	.0843776	.0071196	3	4	5	4	5	2
0	1	.6009501	.5619316	1	.1501142	-.0664947	57				1	1	0	-.5401021	.2917103	3	4	3	4	2	2
1	1	.3920378	.2589897	1	.5077398	.8271752	36	.8461539	.7931035	.8095238	0	1	0	.78505	.6163034	3	3	2	3	2	2
0	1			1	-1.041971	.1320989	86				0	1	1	-.4763799	.2269378	3	4	5	4	5	2
1	1	.6034024	.0407464	1	-.2075111	-.0664947	41	1	.8965517	.9285714	0	1	0	.0334888	.0011215	3	4	2	4	2	0
0	1			1	.0309059	.7278786	55				0	1	0	1.05933	1.122181	3	4	5	4	5	2
0	1	.6269417	-.2639773	1	1.461408	1.025769	54				0	0	1	2.091634	4.374933	3	2	3	2	1	1
1	1	.6174315	.038218	1	-.2075111	.1320989	66	1	1	1	0	1	0	.1290341	.0166498	3	4	5	4	5	1
1	1	.2439905	.1401027	1	1.222991	1.025769	72	.9230769	.862069	.8809524	0	1	0	1.282448	1.644674	3	2	4	2	2	1
1	1	.5445389	-.0457691	1	1.222991	-.0664947	79	1	.8965517	.9285714	0	0	0	.4665656	.2176835	3	1	3	1	1	2
1	1	.6707779	-.143211	1	.8653655	.9264717	93	.9230769	.5862069	.6904762	0	1	1	.8618612	.7428046	3	2	2	3	1	4
0	1	.5794486	-.2685434	1	1.938242	1.323658	78				1	0	1	2.040656	4.164276	3	2	2	2	2	1
0	1			1	.8653655	.9264717	56				0	1	0	1.021097	1.042639	3	2	2	3	2	1
1	1	-.4187689	.0322872	1	-.0883026	-.4636813	80	.8461539	.6206896	.6904762	1	1	1	.3391717	.1150374	3	2	2	2	2	4
1	1	.0499739	-.0704966	1	.3885313	-.0664947	74	1	.9310345	.952381	0	0	0	-.1707161	.029144	3	4	5	4	5	2
0	1			1	.5077398	.2313955	73				0	1	1	-.1195343	.0142884	3	2	3	2	5	4
1	1	-.3724703	.0748063	1	-.2075111	-.6622744	80	.9230769	.8965517	.9047619	0	0	0	.2501834	.0625917	3	1	2	4	5	1
0	1			0	1.222991	-.2650878	56				0	1	0	.0907498	.0082355	3	3	5	3	5	1
1	1	.6242067	-.1770697	1	-.3267197	.330692	74	.9230769	.8965517	.9047619	0	1	1	.3519734	.1238853	3	4	5	4	5	2
1	1	.5569801	-.4411026	1	-.6843451	.330692	74	1	1	1	0	1	0	.1736844	.0301663	3	4	5	4	5	1
1	1			1	.2693228	.7278786	80	.4615385	0	.2	1	1	1	.8809078	.7759986	3	2	5	2	5	1
1	1	.1470886	-.2514145	1	.8653655	.9264717	79	1	1	1	0	1	1	1.072311	1.149851	3	1	1	1	1	4
1	1	.6006763	.1273728	1	.6269484	1.025769	40	1	.9411765	.9666666	0	1	1	1.14194	1.304028	3	2	3	2	2	4
1	1	.6118419	.2158339	1	.6269484	.2313955	40	1	.8823529	.9333333	0	1	0	.8172111	.667834	3	2	3	2	2	4
1	1	.4888632	.6529367	1	.0309059	.7278786	43	1	.9411765	.9666666	0	1	0	1.008302	1.016672	3	4	3	4	4	2
1	1	.1851276	.4968255	1	.2693228	.8271752	40	1	1	1	1	1	0	1.142252	1.304741	3	4	5	4	5	4
1	1	.1947108	.1923079	1	-.445928	.9264717	40	1	.5882353	.7666667	0	1	0	.7023066	.4932345	3	4	5	4	5	3
1	1	.3657748	-.2590471	1	1.222991	.330692	50	1	1	1	1	0	1	-.3870983	.1498451	3	2	3	2	2	4
1	1	.301254	-.165798	1	.6269484	.0328019	40	1	.6896552	.7857143	0	1	0	.2754747	.0758863	3	2	4	2	5	4
1	1	.6298085	-.3550745	1	1.222991	.8271752	68	1	.8965517	.9285714	1	0	1	1.129451	1.275659	3	2	2	2	2	4
0	1			1	-.3267197	.2313955	56				0	1	0	.6387628	.4080179	3	1	2	2	2	1
1	1			1	-1.518805	.8271752	68	0	0	0	1	1	1	.2754747	.0758863	3	2	3	2	2	4
0	1			1	.3885313	-.3643845	44				0	1	1	.0843776	.0071196	3	1	1	3	1	1
1	1	.5709368	.0019295	1	.8653655	.7278786	72	.9230769	.9310345	.9285714	0	0	1	.1290341	.0166498	3	2	4	1	4	4
1	1	.1850715	.055347	0	.3885313	-.0664947	61	1	1	1	0	1	0	.7660038	.5867618	3	2	2	1	2	1
0	1			1			37				0	1	0	.3137781	.0984567	3	4	5	4	5	2
1	1			1	1.819033	-.2650878	36	.9230769	.1724138	.4047619	1	0	1	.7725605	.5968498	3	4	1	1	1	2
1	1	.6271289	-.2699267	0	.3885313	.2313955	61	.9230769	.9655172	.952381	0	1	0	.3457287	.1195283	3	1	1	4	5	2
0	1			1	1.699825	1.522252	90				0	0	1	1.428921	2.041815	3	4	5	4	5	1
0	1			1	.3885313	.4299885	95				0	0	0	1.435293	2.060065	3	4	3	4	2	2
0	1			1	-.445928	-.4636813	95				0	1	0	.4029897	.1624007	3	4	3	4	1	2
0	1	-.1684005	.4092164	0	.3885313	.1320989	54				1	0	0	.7407186	.548664	3	2	2	2	2	1
1	1			1	.3885313	.330692	94	0	0	0	0	1	0	-.0174062	.000303	3	2	1	1	1	3
1	1	.6325989	-.4437418	1	.1501142	.7278786	94	1	.4705882	.7	1	1	1	.6898172	.4758478	3	4	5	4	5	4
1	1	.6214163	-.0884023	1	.3885313	.9264717	36	.9230769	.9310345	.9285714	0	1	1	.498414	.2484165	3	4	1	2	1	4
1	1	.6158991	-.3563468	1	1.103783	.6285821	36	.7692308	1	.9	0	0	1	.9508497	.9041152	3	3	3	4	5	4
0	1			1	2.05745	1.125065	103				0	1	0	2.034284	4.138311	3	1	3	1	5	2
1	1	.5654838	-.268056	1	.7461569	.0328019	94	1	1	1	0	0	0	.504971	.2549957	3	3	2	3	2	1
1	1			1	.6269484	-.2650878	36	0	0	0	0	0	0	.8106539	.6571597	3	3	1	3	1	3
0	1	.532239	.7883318	1	.5077398	1.125065	54				0	1	1	1.588227	2.522464	3	4	5	1	2	4
1	1	.1919198	-.1622629	0	-.0883026	-.0664947	58	1	.862069	.9047619	0	1	0	.1671274	.0279316	3	2	3	2	1	3
0	1			1			37				0	1	0	.6578795	.4328054	3	4	5	4	5	1
0	1			1	-.445928	.8271752	95				0	1	0	.4029897	.1624007	3	4	5	4	5	2
0	1	.5571004	-.0016651	1	.2693228	-.6622744	54				0	0	0	.8044411	.6471255	3	2	2	2	2	4
0	1	.6009413	.5622128	1	1.819033	.7278786	77				0	1	1	.9764913	.9535352	3	2	5	2	2	4
1	1	.3154149	-.172516	0	.3885313	-.5629779	64	.9230769	.9655172	.952381	0	0	0	.1927311	.0371453	3	4	3	4	2	2
1	1	.6034579	.0389866	1	.1501142	.1320989	43	1	.9310345	.952381	0	1	0	-.0620565	.003851	3	3	5	1	2	2
1	1			1	.0309059	1.224362	64	.5384616	.4137931	.452381	0	1	0	.3966237	.1573104	3	3	5	3	2	2
0	1			0	-.0883026	-1.357351	82				1	1	1	.2181947	.0476089	3	2	3	2	4	2
1	1			0	-.3267197	-.6622744	64	0	0	0	0	1	0	-.5082473	.2583153	3	2	2	2	5	4
1	1	.5601119	-.0973597	0	1.938242	1.224362	63	.9230769		.9230769	0	0	0	1.951266	3.807439	3	4	5	4	5	4
1	1	.5317507	-.2665978	1	-.0883026	-.4636813	67	.7692308	.4827586	.5714286	0	1	1	-.6546879	.4286162	3	1	2	1	1	4
1	1	.214268	-.4291413	1	.7461569	.1320989	67	.8461539	.5294118	.6666667	0	1	0	.8428145	.7103363	3	1	3	1	2	4
1	1	.1665789	-.4274768	1	.2693228	.330692	67	.8461539	.7586207	.7857143	0	1	1	.434717	.1889789	3	2	4	2	2	4
1	1	.6091246	.3021791	0	-.3267197	1.224362	67	.9230769	.9310345	.9285714	1	1	1	-.463597	.2149222	3	1	1	2	4	4
0	1	.5598266	-.0882915	1	.0309059	-.0664947	45				0	0	0	.0716331	.0051313	3	2	2	1	2	1
1	1			1	1.103783	1.323658	93	0		0	0	0	1	1.505388	2.266192	3	2	2	1	1	4
1	1	.4997166	-.1352019	1	.1501142	.8271752	79	1	.8823529	.9333333	0	0	0	.7469571	.557945	3	2	2	2	2	1
1	1	.4969058	.3973738	1	1.461408	.330692	79	1	.7241379	.8095238	0	0	0	.5496213	.3020836	3	4	5	4	5	3
0	1			1	1.3422	.7278786	51				1	0	1	1.052958	1.108722	3	1	1	2	2	1
0	1			1	.984574	.4299885	51				0	0	1	1.103936	1.218675	3	2	5	1	4	1
1	0	.2619571	-.4308057	1	-1.041971	.4299885	49	1	.9655172	.9761904	0	0	1	.2882764	.0831033	3	3	3	2	2	2
0	0			1	.7461569	-1.059461	70				0	1	0	.3711284	.1377363	3	3	3	3	1	3
1	0	-.4748421	-.1428957	0	-2.949307	.330692	97	1	.9310345	.952381	1	1	1	-1.597965	2.553491	3	2	2	4	5	1
0	0			0	-1.161179	-.1657912	86				0	1	1	-.8013641	.6421844	3	4	5	4	5	1
0	0	-1.1314	.6226749	0	-.8035536	-1.655241	96				1	0	0	.2946614	.0868254	3	4	2	4	2	1
1	0	-.2603368	-.0176774	0			72	0	0	0	1	0	0	.1674397	.0280361	3	4	5	4	5	2
1	0	-1.052138	.0610051	0	-2.234056	-2.052428	97	1	.9655172	.9761904	0	1	1	-1.94861	3.797081	3	3	3	4	5	4
1	0	-.1575939	-.4161626	0	-1.757222	-.2650878	67	.8461539	.7241379	.7619048	0	1	0	-.1960074	.0384189	3	2	2	3	4	1
0	0			0	-1.041971	-.0664947	86				0	1	0	-.3871684	.1498993	3	4	5	4	5	1
1	0	.4715177	-.3095998	1	-1.280388	-.8608677	94	.9230769	.862069	.8809524	0	1	0	-.590991	.3492703	3	2	2	2	4	1
1	0	.5120732	-.0845861	1	-.5651366	-2.251021	94	.9230769	.3793103	.547619	0	1	0	-.4954456	.2454664	3	1	2	1	4	2
1	0			0	.2693228	-.4636813	101	.4615385	.3793103	.4047619	1	1	1	-.7439885	.5535189	3	4	5	4	5	4
0	0			0	-.9227622	-1.258054	45				0	0	0	-1.094487	1.197902	3	4	5	4	5	1
0	0			0	.1501142	-2.251021	39				1	0	0	.5304345	.2813608	3	3	3	3	5	3
0	0			1			57				1	1	0	-.1513955	.0229206	3	4	5	4	5	3
0	0	-.1292408	.196595	0	-2.472473	-1.357351	98				0	1	0	-.7503862	.5630794	3	2	2	2	2	1
0	0	-.0620953	.019946	0	-1.041971	.0328019	91				0	1	0	-.0303227	.0009195	3	2	3	4	3	1
0	0	.2580318	.1371855	1	-.0883026	.330692	102				0	1	1	.0588886	.0034679	3	4	1	4	1	4
0	0	-.3484008	.380422	1	-1.280388	-1.456648	57				1	1	0	-.2788404	.077752	3	2	3	2	2	1
1	0	-.0635378	.0657818	0	-.445928	.6285821	67	1	.9655172	.9761904	0	1	0	-.1894504	.0358915	3	2	3	3	2	4
0	0			1	-.2075111	-.6622744	103				0	1	0	.1608444	.0258709	3	4	5	4	2	1
0	0			0			98				0	1	1	-.9351814	.8745642	3	4	5	4	5	2
0	0			0	-1.041971	1.323658	55				0	0	0	1.658321	2.75003	3	4	5	4	5	3
0	0			1	-2.114847	-2.350318	70				1	1	1	.7279738	.5299459	3	3	3	3	2	1
0	0	-.1447584	.2464258	0	-.0883026	-.6622744	75				0	1	0	.1034943	.0107111	3	3	2	3	2	1
1	0			1	-1.280388	-.9601645	62	1	.7931035	.8571429	1	1	1	-.3168444	.1003904	3	1	1	1	1	1
0	0			0	-.6843451	.1320989	84				1	0	1	-.6611749	.4371522	3	4	5	4	5	1
1	0			0	-.8035536	.2313955	58	.5384616	.7931035	.7142857	0	1	0	-.3299584	.1088725	3	2	1	2	1	1
0	0	-.794986	.2223844	0	-.9227622	-1.555945	100				0	0	0	-1.285655	1.652908	3	3	1	3	1	1
0	0			0	-1.280388	.4299885	86				0	0	1	-.4445187	.1975969	3	4	5	4	5	2
1	0	-1.005584	-.386566	1	.2693228	.7278786	36	.9230769	.9655172	.952381	0	0	1	.3391717	.1150374	3	4	1	2	1	4
1	0	-.3722653	.0682945	0	-.5651366	.0328019	67	.9230769	.8965517	.9047619	0	1	0	.0141299	.0001997	3	2	3	2	1	1
0	0	-.7894872	.0476531	1	.2693228	.8271752	53				1	1	1	.7470905	.5581443	3	2	3	2	2	4
1	0	-.752733	.3934573	0	-1.041971	-1.853834	88	1	.8965517	.9285714	1	1	1	.7088638	.5024879	3	3	2	3	2	3
1	0	-.4243626	-.2332275	0	.3885313	-.5629779	64	1	.862069	.9047619	0	0	0	-.0302081	.0009125	3	3	2	3	2	2
1	0	-.4368504	.1635845	1	.1501142	.0328019	88	1	.9310345	.952381	0	0	0	.498414	.2484165	3	3	2	3	2	1
1	0	-1.367918	-.1943527	0	-1.280388	-2.052428	42	1	.9310345	.952381	0	0	0	-.4317487	.1864069	3	3	4	3	4	2
0	0	-1.064307	.0044399	0			45				0	0	1	.1034943	.0107111	3	4	5	4	5	2
0	0			0	-.8035536	-.7615712	45				0	0	1	-.8013641	.6421844	3	3	3	3	2	4
0	0			0	-.2075111	-1.059461	90				0	1	0	.3328951	.1108191	3	4	5	4	5	3
1	0	-.4425076	.343349	0	-.0883026	.6285821	43	.7692308	.4705882	.6	0	0	0	.6005166	.3606201	3	3	1	3	1	3
1	0			0	-.6843451	.1320989	89	0	0	0	0	0	0	-.4255037	.1810534	3	2	1	2	1	4
1	0	.5584483	-.0444967	0	.0309059	-.8608677	50	.9230769	.9310345	.9285714	0	0	1	.2564281	.0657554	3	1	2	2	2	1
1	0	-.4355364	.1218307	1	.0309059	.5292856	88	1	1	1	0	1	0	.8172111	.667834	3	3	2	3	2	1
0	0			0			73				1	0	0	-.5592191	.312726	3	4	5	4	5	2
0	0	-.4369146	.1656255	0	-.5651366	-.8608677	53				0	1	1	-.0940452	.0088445	3	3	2	3	2	1
0	0			0	1.103783	.7278786	98				1	0	1	-.8650866	.7483748	3	3	4	2	1	1
1	0	-.4437101	.8248215	0	-1.280388	-1.555945	63	.9230769	.7241379	.7857143	1	0	1	-.412702	.1703229	3	4	5	4	5	3
1	0			0	-1.87643	-2.946098	63	.3076923	.2068966	.2380952	1	1	1	.5433766	.2952581	3	4	5	4	5	3
1	0			0	-1.995639	-.0664947	81	0	0	0	1	1	1	-.3299584	.1088725	3	1	1	1	1	1
1	0	-.3095495	-.410859	0	.3885313	.5292856	41	.8461539	.8275862	.8333333	0	0	1	.6067612	.3681592	3	4	5	4	5	4
1	1	-.4215715	.1213433	1	.984574	.6285821	88	1	.9411765	.9666666	0	1	0	1.072311	1.149851	3	3	2	3	2	1
0	1			1	-.5651366	.2313955	73				0	1	0	.2564281	.0657554	3	1	5	1	5	1
0	1	.565475	-.2677748	1	.0309059	-.0664947	57				0	1	0	-.5273578	.2781063	3	2	3	1	1	3
0	1	.4941154	.4860412	0	-.6843451	-.5629779	87				0	1	1	.0397719	.0015818	3	2	2	2	2	4
1	1	.5149401	-.1756832	1	-.445928	.330692	88	1	.8965517	.9285714	1	1	1	.4859243	.2361225	3	1	2	4	5	1
1	1	.4643841	-.0829216	0	.5077398	.6285821	81	.9230769	.8275862	.8571429	0	1	0	-.5016903	.2516932	3	3	3	2	1	1
0	1			1	1.103783	.8271752	46				0	1	0	.307406	.0944984	3	2	1	2	1	4
1	1	.1387053	.0149765	1	.0309059	-.2650878	99	.9230769	.9655172	.952381	0	1	0	-.3043547	.0926318	3	2	2	2	2	1
0	1			1			37				0	1	0	1.027469	1.055693	3	4	5	4	5	1
1	1	.211533	-.3422337	0	-.3267197	.0328019	67	.9230769	.6896552	.7619048	0	1	0	.1418361	.0201175	3	1	4	2	2	4
0	1	.2356836	.4040638	1	-.0883026	.8271752	91				0	1	1	.7916963	.6267831	3	2	2	4	2	4
0	1	.1178718	.676982	1	.3885313	.6285821	48				1	1	1	.8426744	.7101002	3	3	3	3	2	4
0	1			0			70				1	0	1	.5686679	.3233832	3	4	5	4	5	2
1	1	-.0364684	.71933	0	-1.399596	-1.555945	63	.9230769	.862069	.8809524	0	1	0	.4350293	.1892505	3	4	5	4	5	2
1	1			1	-.0883026	.8271752	66	0	0	0	0	0	0	-.2084971	.043471	3	4	5	4	5	4
1	1			0	-.9227622	-.4636813	81	.9230769	.8965517	.9047619	0	1	0	-.2597044	.0674464	3	2	5	2	2	3
0	1			1	-.5651366	-.0664947	47				0	0	1	-.6356858	.4040964	3	2	3	2	2	1
1	1			1	.5077398	.4299885	66	0	0	0	0	0	0	.7344673	.5394422	3	4	5	4	5	4
0	1			1	.2693228	-.0664947	103				1	1	1	.778952	.6067662	3	2	1	2	1	1
1	1			0	-.3267197	-1.555945	69	0	0	0	0	0	0	.2564281	.0657554	3	3	1	4	5	2
0	1			0	.6269484	-1.158758	100				1	0	1	-.820481	.6731891	3	3	2	3	2	3
1	1	.4082555	-.2563447	0	.8653655	.0328019	61	1	1	1	0	0	0	.2245797	.050436	3	3	2	3	2	1
0	1	.4858167	.3064828	1	-.0883026	-.6622744	96				0	0	1	.3966175	.1573054	3	4	2	4	2	1
0	1			0	1.222991	.0328019	83				0	0	0	-.3361905	.113024	3	4	5	4	1	2
0	1	.6667289	-.0145497	0	.0309059	-.1657912	87				1	1	1	.5431789	.2950433	3	2	1	3	1	1
0	1	.5096074	-.0062313	1	.1501142	.0328019	102				0	1	0	.4730843	.2238087	3	4	2	4	5	1
0	1	.5501879	.2179858	1	.7461569	-.4636813	96				0	0	0	.1289832	.0166367	3	4	1	4	1	3
0	1			1	-.6843451	.1320989	51				0	1	0	.1480999	.0219336	3	4	1	2	2	2
0	1			0	-.9227622	-1.158758	91				1	0	1	-.2597235	.0674563	3	4	2	4	2	1
0	1	-.4857981	.2052429	1	-.2075111	.1320989	75				0	1	1	.3520117	.1239123	3	2	1	2	1	1
0	1	.0050198	-.1557398	1	-.0883026	-1.258054	75				0	0	0	.5559236	.3090511	3	2	2	2	1	4
1	1	-.3163335	-.1952901	1	-.5651366	-.5629779	76	.9230769	.862069	.8809524	1	0	1	-.4445504	.197625	3	2	4	2	1	4
0	1			0	.0309059	.8271752	85				0	1	1	.1353555	.0183211	3	1	2	4	5	2
0	1	-.4188926	-.4070427	0	-.8035536	-.2650878	75				0	0	1	.3583839	.128439	3	1	2	4	5	4
1	1	-.3766816	.2086275	0			62	1	.9411765	.9666666	0	1	0	.6451666	.41624	3	4	5	4	5	1
0	1	-.3134871	.157521	0	-1.161179	-.2650878	75				0	0	0	-.4508908	.2033025	3	3	1	3	1	1
1	1			1	2.05745	.8271752	89	0	0	0	0	0	0	1.103847	1.218478	3	3	1	2	1	3
0	1	.2451815	.1022573	0	-.9227622	-.0664947	84				0	1	0	.2245668	.0504303	3	4	3	1	2	1
1	1	.3673452	-.3476718	1	.0309059	-.0664947	72	1	.9655172	.9761904	0	1	0	-.0302081	.0009125	3	2	3	2	2	2
1	1			0	.5077398	.9264717	72	0	0	0	0	0	1	.1927311	.0371453	3	4	5	4	5	4
1	1	.5708603	.0043593	0	.8653655	-.8608677	50	.9230769	.7241379	.7857143	0	0	0	.1352791	.0183004	3	3	2	2	5	3
0	1	-.5609324	-.2735652	1	1.103783	.5292856	96				0	0	1	1.384315	1.916328	3	3	2	3	2	4
1	1	-.2675176	-.2327589	1	.8653655	-1.456648	68	1	.9310345	.952381	0	0	0	.6389219	.4082212	3	1	3	2	2	2
1	1	-.2478955	-.4130108	1	.0309059	-1.258054	68	1	.7931035	.8571429	1	1	1	-.5719443	.3271203	3	4	2	4	2	4
1	0			0	-.6843451	-1.158758	68	0	0	0	0	1	1	-.0049168	.0000242	3	2	2	3	1	4
1	1			0	.0309059	-.1657912	68	.8461539	.4482759	.5714286	0	1	1	.6707705	.4499331	3	2	1	4	5	1
1	1	.5148636	-.1732534	1	1.103783	-.1657912	69	.6923077	.5882353	.6333333	1	0	1	1.193148	1.423601	3	4	2	4	2	1
0	1	.2425783	.1849753	1	1.222991	.5292856	77				1	1	1	.6069013	.3683293	3	3	2	3	1	1
1	1	-.6914293	-.0408236	0	-1.638013	-.6622744	50	.9230769	.9310345	.9285714	0	0	1	.0525355	.00276	3	3	2	3	1	1
1	1	.5737272	-.0867379	1	.7461569	.9264717	43	.9230769	.4705882	.6666667	0	1	1	.6451666	.41624	3	2	3	3	2	4
1	1			1	-.2075111	.8271752	64	.4615385	0	.2	0	1	1	.7469571	.557945	3	1	1	1	1	4
1	1	-.0364772	.7196111	1	-.6843451	.0328019	49	.9230769	.5294118	.7	0	0	0	.6770152	.4583496	3	4	1	4	1	3
0	1	-.1212106	.4234132	0	-1.518805	-.1657912	100				0	1	0	-1.27291	1.6203	3	1	5	2	2	1
0	1	-.2478955	-.4130108	0	-.8035536	-1.059461	92				0	1	1	.1034943	.0107111	3	2	1	3	1	1
0	1			0	-.2075111	-.8608677	60				0	0	0	.2819172	.0794773	3	3	2	3	2	1
1	1			0	.1501142	.330692	93	.5384616	.1764706	.3333333	1	0	1	.8237678	.6785935	3	3	3	3	5	1
0	1	-.3471375	.7835396	1	.1501142	-.5629779	92				0	1	0	.6451347	.4161988	3	1	2	2	2	1
0	1			1	-.2075111	-.2650878	46				1	1	1	.1480999	.0219336	3	4	5	4	5	4
0	1			0	-.3267197	-1.953131	60				0	0	0	-.3616795	.1308121	3	2	2	2	2	1
1	1			1	.7461569	-.0664947	79	0	0	0	0	0	1	.0078852	.0000622	3	1	2	1	2	1
1	1			1	.8653655	-.7615712	79	0	0	0	0	0	0	.7791178	.6070245	3	2	2	2	4	4
0	1			1	-.2075111	-.5629779	60				0	1	1	-.348935	.1217556	3	1	2	1	2	1
0	1	.6707137	-.14117	1	-.8035536	.0328019	78				0	1	1	.0843776	.0071196	3	2	2	3	1	4
1	1			1	1.3422	.6285821	43	0	0	0	0	1	1	.9190011	.844563	3	3	3	3	2	4
1	1	.2058846	-.1627503	0	-.0883026	-.7615712	42	1	.7586207	.8333333	1	1	1	.447831	.2005526	3	4	3	4	3	4
1	1			0	.3885313	-1.456648	41	0	0	0	0	1	1	-.2084971	.043471	3	3	2	3	2	1
0	1			0	-1.161179	-1.258054	77				0	0	1	-.8459699	.715665	3	2	3	2	2	4
1	1	.5597624	-.0862505	1			71	1	.6551724	.7619048	0	0	1	.3775771	.1425644	3	4	5	4	5	1
